Date,Price,Open,High,Low,Volume,Chg%
13-12-2022,5474.3,5413.2,5504.7,5413.2,6.17K,1.13%
14-12-2022,5467.4,5477,5489,5458,3.85K,-0.13%
15-12-2022,5410.7,5448.1,5448.1,5388.2,6.78K,-1.04%
16-12-2022,5430,5415.7,5441.4,5400.5,4.99K,0.36%
19-12-2022,5426,5435.4,5449,5418.2,4.05K,-0.07%
20-12-2022,5489.8,5442.9,5499.5,5435,8.12K,1.18%
21-12-2022,5507.1,5490,5522,5486.3,4.25K,0.32%
22-12-2022,5452.1,5506.9,5511.7,5444.5,5.74K,-1.00%
23-12-2022,5457.4,5451.7,5474.5,5444.1,3.38K,0.10%
26-12-2022,5467.7,5452.5,5474.8,5452,2.13K,0.19%
27-12-2022,5499.7,5476.4,5536.5,5469.2,5.26K,0.59%
28-12-2022,5476.1,5492.3,5495,5453,4.12K,-0.43%
29-12-2022,5497.1,5472,5501.8,5467.2,3.86K,0.38%
30-12-2022,5501.7,5497.5,5512.5,5486,4.36K,0.08%
02-01-2023,5517.8,5505.2,5520,5504,1.61K,0.29%
03-01-2023,5553,5528,5580,5528,5.42K,0.64%
04-01-2023,5576.7,5562,5601,5562,6.97K,0.43%
05-01-2023,5529,5579.4,5592,5505.1,6.42K,-0.86%
06-01-2023,5574.3,5538.2,5579,5529.1,5.06K,0.82%
09-01-2023,5586.4,5580,5617.5,5580,4.57K,0.22%
10-01-2023,5571.2,5592,5595,5564,3.76K,-0.27%
11-01-2023,5569.3,5581.9,5593,5552.2,5.19K,-0.03%
12-01-2023,5587.5,5579.2,5599,5561,5.52K,0.33%
13-01-2023,5632.4,5591.5,5637,5590,5.89K,0.80%
16-01-2023,5648.2,5646.7,5656.2,5633,3.95K,0.28%
17-01-2023,5635.2,5647.9,5652.1,5630.5,4.93K,-0.23%
18-01-2023,5628.6,5630.3,5655,5612.2,5.92K,-0.12%
19-01-2023,5654.6,5630.5,5658.8,5624.5,4.72K,0.46%
20-01-2023,5665.8,5664.1,5685,5656,4.92K,0.20%
23-01-2023,5681.5,5675.1,5692,5651.4,5.51K,0.28%
24-01-2023,5696.9,5698.6,5712.5,5677.5,6.28K,0.27%
25-01-2023,5696.2,5694,5702.1,5670.2,5.17K,-0.01%
27-01-2023,5685.7,5676,5698.5,5664,6.95K,-0.18%
30-01-2023,5678.2,5690,5714.9,5672,2.10K,-0.13%
31-01-2023,5724.2,5686,5727,5662,0.21K,0.81%
01-02-2023,5795.2,5715,5809.9,5710,0.08K,1.24%
02-02-2023,5811.4,5882.6,5882.6,5770,0.05K,0.28%
03-02-2023,5754.3,5786.5,5800,5680.1,0.04K,-0.98%
06-02-2023,5695.5,5663.8,5719.5,5663.8,5.47K,-1.02%
07-02-2023,5725.7,5700,5738,5695,7.13K,0.53%
08-02-2023,5721.5,5722,5738.4,5698.6,6.03K,-0.07%
09-02-2023,5685.2,5723.8,5741.9,5675,6.62K,-0.63%
10-02-2023,5674.1,5676,5686.5,5649.6,8.49K,-0.20%
13-02-2023,5649.7,5676.2,5692,5647,4.94K,-0.43%
14-02-2023,5675,5661.1,5699.9,5647.8,9.68K,0.45%
15-02-2023,5612.6,5666.6,5667.4,5607.8,8.24K,-1.10%
16-02-2023,5622.8,5622.5,5627.9,5591,6.84K,0.18%
17-02-2023,5625.7,5597.5,5628.7,5569.1,7.49K,0.05%
20-02-2023,5621.3,5620.9,5634.5,5618.8,3.30K,-0.08%
21-02-2023,5616.8,5619.1,5631,5600.3,5.38K,-0.08%
22-02-2023,5608.3,5616.9,5639.5,5602.7,4.42K,-0.15%
23-02-2023,5558.7,5595.4,5601,5551.1,6.62K,-0.88%
24-02-2023,5543.2,5570.7,5579,5538,5.41K,-0.28%
27-02-2023,5547.6,5539.7,5549.7,5529,4.26K,0.08%
28-02-2023,5575.6,5540.2,5579.8,5513.2,5.46K,0.50%
01-03-2023,5583,5576,5602,5562.7,4.58K,0.13%
02-03-2023,5573.9,5577.7,5592.5,5570.5,4.55K,-0.16%
03-03-2023,5572.1,5589.9,5589.9,5558,4.59K,-0.03%
06-03-2023,5576.9,5587.8,5598.2,5575.1,4.47K,0.09%
07-03-2023,5502.2,5570,5570,5500,4.56K,-1.34%
08-03-2023,5491.1,5493.5,5511.2,5485,4.24K,-0.20%
09-03-2023,5530.1,5485.5,5540.1,5477.1,5.79K,0.71%
10-03-2023,5615,5532.5,5619,5527,7.08K,1.54%
13-03-2023,5764.2,5666.7,5768,5635.3,10.61K,2.66%
14-03-2023,5748.3,5748.3,5773.8,5723.1,6.12K,-0.28%
15-03-2023,5833.6,5738,5866.1,5706.8,10.02K,1.48%
16-03-2023,5800.6,5795.5,5852.5,5784.5,7.27K,-0.57%
17-03-2023,5938.3,5826.9,5946.1,5814.3,7.74K,2.37%
20-03-2023,5950.6,5941.8,6045.5,5923.2,9.99K,0.21%
21-03-2023,5857.9,5959.4,5970.5,5853.4,8.27K,-1.56%
22-03-2023,5875.6,5856.3,5881,5846.2,5.17K,0.30%
23-03-2023,5956.5,5923.1,5961.8,5893,8.24K,1.38%
24-03-2023,5927.3,5949,5997.5,5919,7.93K,-0.49%
27-03-2023,5852.6,5930,5931,5840.5,7.51K,-1.26%
28-03-2023,5904.2,5871.8,5923.2,5850,5.06K,0.88%
29-03-2023,5894.1,5891.8,5907.4,5874.7,5.06K,-0.17%
30-03-2023,5931.6,5900,5940,5885,1.10K,0.64%
31-03-2023,5940.2,5942.5,5965,5931,0.44K,0.14%
03-04-2023,5971.6,5920,5990,5904,0.13K,0.53%
04-04-2023,6062,6139.9,6139.9,5961,0.05K,1.51%
05-04-2023,6076.1,6077.9,6082.2,6056.9,0.02K,0.23%
06-04-2023,6051.1,6067.9,6083.6,6033,5.74K,-0.41%
10-04-2023,6006.3,6040.2,6041.7,5991.2,4.68K,-0.74%
11-04-2023,6050.5,6017,6059.9,6017,3.99K,0.74%
12-04-2023,6062.8,6077.9,6107,6036,6.57K,0.20%
13-04-2023,6123.8,6073.1,6137.1,6069.3,5.93K,1.01%
14-04-2023,6032.9,6103.8,6117,6008.8,6.89K,-1.48%
17-04-2023,6018,6035.1,6062.5,5987.1,5.82K,-0.25%
18-04-2023,6048.8,6022.9,6065,6011.1,5.67K,0.51%
19-04-2023,6028.8,6044.8,6050.9,5965.3,9.61K,-0.33%
20-04-2023,6050.3,6024.5,6068.9,6015.7,5.64K,0.36%
21-04-2023,5984.5,6038.1,6047.6,5962.2,9.21K,-1.09%
24-04-2023,6000.1,5986.5,6003.3,5958.7,5.55K,0.26%
25-04-2023,6026.1,6003.3,6032,5970.9,6.87K,0.43%
26-04-2023,5989.3,6021,6042.8,5982.5,7.08K,-0.61%
27-04-2023,5990.1,6015,6029.9,5954.7,8.39K,0.01%
28-04-2023,5991.9,5985.3,6005,5962.5,5.35K,0.03%
01-05-2023,5976.4,5986.7,6032.8,5971.1,4.02K,-0.26%
02-05-2023,6062.8,5975.5,6077.1,5970,7.95K,1.45%
03-05-2023,6096.5,6074,6102.2,6053.5,4.44K,0.56%
04-05-2023,6149.3,6120,6184.5,6105.3,7.72K,0.87%
05-05-2023,6062.8,6156.6,6162.9,6025,8.69K,-1.41%
08-05-2023,6092.7,6078.3,6109,6077.1,4.04K,0.49%
09-05-2023,6141.9,6091,6146,6090.5,5.49K,0.81%
10-05-2023,6127,6127,6165.1,6097.6,7.21K,-0.24%
11-05-2023,6089.2,6127.9,6151.5,6082.5,8.45K,-0.62%
12-05-2023,6088.7,6079.5,6108,6052.5,6.36K,-0.01%
15-05-2023,6102.7,6091,6113.8,6082,4.38K,0.23%
16-05-2023,6024.4,6149.8,6149.8,6019,7.99K,-1.28%
17-05-2023,6014.5,6033.3,6044.5,5996,5.63K,-0.16%
18-05-2023,5972.3,6010,6015.3,5954,8.39K,-0.70%
19-05-2023,6037.9,5976.6,6049,5972.1,8.23K,1.10%
22-05-2023,6024.1,6024.5,6043,6011.1,5.59K,-0.23%
23-05-2023,6019.7,6000,6024.5,5973.9,8.76K,-0.07%
24-05-2023,5986,6019.6,6038.9,5972.5,7.56K,-0.56%
25-05-2023,5946,5970,5995.5,5936.3,8.44K,-0.67%
26-05-2023,5935.3,5954.2,5966,5922.5,5.02K,-0.18%
29-05-2023,5941.9,5940.6,5963.1,5926,4.78K,0.11%
30-05-2023,5994.6,5940.1,6006.4,5922.5,1.19K,0.89%
31-05-2023,6016.3,5994.6,6035,5984,0.15K,0.36%
01-06-2023,5991.9,6005.7,6027.1,5970,0.02K,-0.41%
02-06-2023,5977.3,6027.5,6035,5965,0.05K,-0.24%
05-06-2023,5949.3,5950,5954.9,5941.9,0.01K,-0.47%
06-06-2023,5998.5,5986.9,6007.4,5976.6,4.45K,0.83%
07-06-2023,5950.3,5997.7,6009.8,5940.1,8.48K,-0.80%
08-06-2023,5989.1,5952.8,6004.8,5942.5,6.93K,0.65%
09-06-2023,5982.1,5993.4,6011.6,5972.7,4.05K,-0.12%
12-06-2023,5964.1,5971.3,5992,5950.5,4.69K,-0.30%
13-06-2023,5921.8,5975.5,5988.5,5918.4,6.99K,-0.71%
14-06-2023,5929.8,5930.1,5946.5,5914.8,4.74K,0.14%
15-06-2023,5935.5,5921,5938.5,5866.1,9.14K,0.10%
16-06-2023,5935.4,5934,5955.5,5923.4,4.93K,0.00%
19-06-2023,5915.7,5927.2,5937,5911.5,2.83K,-0.33%
20-06-2023,5880.9,5922.2,5939.2,5866.3,6.17K,-0.59%
21-06-2023,5871.4,5882.4,5886.5,5837.5,4.93K,-0.16%
22-06-2023,5819.6,5861.3,5866.3,5815,5.56K,-0.88%
23-06-2023,5830.7,5813.6,5874,5809.6,6.15K,0.19%
26-06-2023,5841.2,5842.9,5867,5835.2,4.35K,0.18%
27-06-2023,5810.7,5849.3,5854.9,5806.9,5.63K,-0.52%
28-06-2023,5807.8,5817.6,5819.8,5788,4.73K,-0.05%
29-06-2023,5801.4,5800,5814,5765.1,4.16K,-0.11%
30-06-2023,5821.1,5798,5830.5,5779.2,5.78K,0.34%
03-07-2023,5827.7,5815.4,5848,5797.1,5.91K,0.11%
04-07-2023,5840.9,5827.5,5854.5,5826.5,3.84K,0.23%
05-07-2023,5847.3,5841,5877.9,5836.6,5.05K,0.11%
06-07-2023,5840.1,5863.8,5865,5812,7.09K,-0.12%
07-07-2023,5878.2,5837.4,5894.9,5833.1,6.15K,0.65%
10-07-2023,5868.9,5873.9,5873.9,5840.3,4.10K,-0.16%
11-07-2023,5877.3,5866.1,5890.9,5860,5.07K,0.14%
12-07-2023,5918.8,5890,5924.8,5872,6.73K,0.71%
13-07-2023,5923.9,5923,5937.5,5912.2,4.60K,0.09%
14-07-2023,5931.6,5926.4,5937.9,5914.1,4.51K,0.13%
17-07-2023,5913.5,5914.7,5926.9,5893.9,4.61K,-0.31%
18-07-2023,5976.3,5921.5,5991,5921.5,7.13K,1.06%
19-07-2023,5979,5976.5,5987.8,5958.7,4.55K,0.05%
20-07-2023,5955.2,5994.5,5998.4,5945.9,5.94K,-0.40%
21-07-2023,5930.9,5954.3,5958.7,5917.6,4.66K,-0.41%
24-07-2023,5907.6,5924.1,5932,5905.5,5.20K,-0.39%
25-07-2023,5918.9,5904.1,5926.5,5895,4.78K,0.19%
26-07-2023,5946.1,5921.4,5957.5,5919,4.43K,0.46%
27-07-2023,5895,5961,5968,5874,5.65K,-0.86%
28-07-2023,5942.7,5909.1,5945.5,5898.7,3.60K,0.81%
31-07-2023,5956.8,5939,5965,5917.6,0.91K,0.24%
01-08-2023,5893.9,5942.6,5952.4,5885.5,0.08K,-1.06%
02-08-2023,5912.7,5918.2,5949.9,5910,0.05K,0.32%
03-08-2023,5914.6,5984.3,5985.5,5885.1,0.04K,0.03%
04-08-2023,5919.7,5910,5939.9,5895.1,0.01K,0.09%
07-08-2023,5942,5955,5956.7,5931.3,4.89K,0.38%
08-08-2023,5924.8,5939,5947.4,5917.8,5.02K,-0.29%
09-08-2023,5897.3,5932.1,5936.1,5895.2,4.40K,-0.46%
10-08-2023,5885.3,5913,5914.6,5872.5,4.23K,-0.20%
11-08-2023,5890.6,5880,5903,5874,3.06K,0.09%
14-08-2023,5897.4,5890.4,5901.9,5881,2.97K,0.12%
16-08-2023,5868.1,5883.1,5890.3,5866.5,3.56K,-0.50%
17-08-2023,5829,5845.3,5868.9,5827.5,5.19K,-0.67%
18-08-2023,5837.5,5837,5858,5834,2.99K,0.15%
21-08-2023,5849,5842,5864,5828.1,4.86K,0.20%
22-08-2023,5857.4,5852.6,5867.4,5836.1,4.11K,0.14%
23-08-2023,5881.9,5860,5884.8,5850.6,4.19K,0.42%
24-08-2023,5881.1,5880,5889.5,5866.2,2.96K,-0.01%
25-08-2023,5864,5874.3,5887.5,5849.2,4.38K,-0.29%
28-08-2023,5888.7,5868.5,5900,5867.1,3.32K,0.42%
29-08-2023,5926.6,5894.9,5928.9,5884.3,4.64K,0.64%
30-08-2023,5947.8,5928.2,5955,5928.2,3.33K,0.36%
31-08-2023,5937.4,5949,5956.3,5935.1,3.31K,-0.17%
01-09-2023,5939.5,5929.6,5966.5,5927.1,5.46K,0.04%
04-09-2023,5939.3,5957,5957.4,5933,3.13K,0.00%
05-09-2023,5924.3,5934.7,5946,5920.7,2.74K,-0.25%
06-09-2023,5908.8,5916.5,5930,5901,3.00K,-0.26%
07-09-2023,5899.8,5904.3,5912.8,5897,2.70K,-0.15%
08-09-2023,5889.8,5914.6,5920.5,5886.4,3.55K,-0.17%
11-09-2023,5893,5893,5910,5888.8,3.33K,0.05%
12-09-2023,5862.6,5899.5,5899.5,5852,4.28K,-0.52%
13-09-2023,5859.3,5855,5869.5,5852.3,3.29K,-0.06%
14-09-2023,5858.8,5855,5862,5835.4,3.90K,-0.01%
15-09-2023,5899.3,5867.4,5914.8,5867.3,5.47K,0.69%
18-09-2023,5925.9,5891.3,5927.5,5891.3,3.44K,0.45%
19-09-2023,5928.2,5924,5938.8,5924,1.28K,0.04%
20-09-2023,5940.5,5922.2,5944.3,5910.9,4.72K,0.21%
21-09-2023,5882.2,5931.5,5931.5,5868.5,6.11K,-0.98%
22-09-2023,5894.6,5873,5898.6,5872.9,3.45K,0.21%
25-09-2023,5870.1,5888.4,5899.6,5867.6,5.16K,-0.42%
26-09-2023,5843.2,5861.6,5874.9,5840.4,5.34K,-0.46%
27-09-2023,5767.2,5845,5845,5762.2,7.06K,-1.30%
28-09-2023,5712.8,5763.1,5764.7,5702.6,2.21K,-0.94%
29-09-2023,5710.5,5738.2,5760.7,5709.6,0.59K,-0.04%
03-10-2023,5627.9,5620.9,5653.9,5615,0.02K,-1.45%
04-10-2023,5634.3,5623.7,5663.1,5622.5,0.02K,0.11%
05-10-2023,5615.8,5620,5621.3,5607.5,0.01K,-0.33%
06-10-2023,5687.1,5673.5,5691,5642.1,6.04K,1.27%
09-10-2023,5757.2,5700,5760.6,5700,5.34K,1.23%
10-10-2023,5762.9,5768.9,5774.4,5750.1,5.09K,0.10%
11-10-2023,5794,5761.9,5807.3,5760,5.16K,0.54%
12-10-2023,5791.8,5804.5,5823.5,5788.1,5.26K,-0.04%
13-10-2023,5940.8,5797,5943.9,5793.1,11.42K,2.57%
16-10-2023,5940.8,5920.9,5928,5888,4.80K,0.00%
17-10-2023,5921.8,5916.6,5947.8,5900,5.97K,-0.32%
18-10-2023,6007.3,5950,6025.9,5948,9.22K,1.44%
19-10-2023,6031.8,5972,6037.5,5972,7.26K,0.41%
20-10-2023,6073.6,6040.1,6112.4,6031.3,9.86K,0.69%
23-10-2023,6059.9,6040,6080.1,6040,4.93K,-0.23%
24-10-2023,6053.7,6018.4,6057.4,6012.5,3.46K,-0.10%
25-10-2023,6082.6,6047.8,6091.1,6027.7,7.20K,0.48%
26-10-2023,6095.2,6082.4,6107,6058.5,6.51K,0.21%
27-10-2023,6115.6,6091.5,6126.8,6069.3,6.35K,0.33%
30-10-2023,6128,6139.6,6139.6,6111,6.40K,0.20%
31-10-2023,6094,6111.7,6153.9,6090.5,7.11K,-0.55%
01-11-2023,6078.5,6082,6116.4,6066.1,5.38K,-0.25%
02-11-2023,6091.1,6089,6104.2,6075,3.23K,0.21%
03-11-2023,6102,6091.1,6133,6088.9,6.61K,0.18%
06-11-2023,6077,6084.7,6097.5,6073.2,3.60K,-0.41%
07-11-2023,6034.7,6059.6,6060.3,6015.1,6.50K,-0.70%
08-11-2023,6000.9,6039.6,6044.8,5995,4.15K,-0.56%
09-11-2023,6028.2,5990.3,6035.1,5976,6.30K,0.45%
10-11-2023,5965.9,6023.3,6026.9,5963.8,6.18K,-1.03%
12-11-2023,5977.5,5955.1,5977.9,5955.1,0.58K,0.19%
13-11-2023,5984.2,5969.9,5992,5949,4.22K,0.11%
14-11-2023,6006.5,5979.5,6032.9,5973.6,3.50K,0.37%
15-11-2023,6011.1,6016.6,6044.4,6001.5,4.95K,0.08%
16-11-2023,6072.2,6014.8,6191.4,6011,7.35K,1.02%
17-11-2023,6071.3,6068.6,6100,6063.3,4.10K,-0.01%
20-11-2023,6065.7,6071.9,6077.4,6035.6,4.46K,-0.09%
21-11-2023,6122.5,6080.5,6136,6080.5,6.29K,0.94%
22-11-2023,6102.4,6115.9,6136.6,6093.9,4.50K,-0.33%
23-11-2023,6107.2,6107.4,6118.4,6100.9,3.11K,0.08%
24-11-2023,6136.4,6107.2,6139,6105.6,3.57K,0.48%
27-11-2023,6154,6159.7,6169.1,6145.1,2.69K,0.29%
28-11-2023,6238.5,6161.9,6242.3,6148.5,4.61K,1.37%
29-11-2023,6260.5,6260.2,6267.5,6230,1.41K,0.35%
30-11-2023,6255.9,6259.4,6264.9,6242,0.09K,-0.07%
01-12-2023,6311.2,6251.2,6335.6,6246.4,0.04K,0.88%
04-12-2023,6259.9,6355,6388.1,6217.1,0.04K,-0.81%
05-12-2023,6260,6290,6446,6237.5,0.02K,0.00%
06-12-2023,6244,6225,6256.7,6220.1,4.51K,-0.26%
07-12-2023,6246.6,6241.4,6273.6,6222.2,4.50K,0.04%
08-12-2023,6171.9,6252.5,6257.9,6162.5,7.37K,-1.20%
11-12-2023,6111.7,6180,6186,6109.9,5.74K,-0.98%
12-12-2023,6118.1,6123.6,6158.3,6110.8,5.22K,0.10%
13-12-2023,6119.9,6119.6,6134,6100.1,4.19K,0.03%
14-12-2023,6245.4,6139.1,6288,6139.1,9.27K,2.05%
15-12-2023,6219.2,6255,6259.7,6205.5,5.13K,-0.42%
18-12-2023,6229.1,6219.3,6236.8,6195,4.01K,0.16%
19-12-2023,6247.6,6210,6267,6206.9,4.32K,0.30%
20-12-2023,6241.5,6253.3,6261,6230.9,4.29K,-0.10%
21-12-2023,6250.3,6241.2,6268,6236.9,3.85K,0.14%
22-12-2023,6295.4,6278.4,6327.7,6268.7,7.00K,0.72%
26-12-2023,6302.5,6314.9,6319.8,6290.3,3.02K,0.11%
27-12-2023,6367.8,6319.8,6371,6317.9,5.30K,1.04%
28-12-2023,6338.9,6372.8,6382.1,6333.3,4.00K,-0.45%
29-12-2023,6320.3,6324.6,6338.5,6305.1,4.28K,-0.29%
01-01-2024,6332,6322.5,6337.9,6318.1,0.66K,0.19%
02-01-2024,6325.7,6332.9,6365.3,6310.6,5.14K,-0.10%
03-01-2024,6250.7,6325.8,6334.5,6241.8,8.52K,-1.19%
04-01-2024,6264,6272.4,6282,6247.6,4.32K,0.21%
05-01-2024,6255.7,6263.1,6307.9,6216,8.02K,-0.13%
08-01-2024,6209.5,6251.1,6251.1,6192.5,6.64K,-0.74%
09-01-2024,6217.9,6214.9,6249,6211.4,5.08K,0.14%
10-01-2024,6199.6,6223,6239.9,6196.6,4.23K,-0.29%
11-01-2024,6178.8,6214.6,6247.7,6173.1,6.55K,-0.34%
12-01-2024,6236.2,6192.5,6269,6192.5,7.92K,0.93%
15-01-2024,6255.9,6250.2,6264.6,6245.1,3.28K,0.32%
16-01-2024,6201.5,6246.1,6252.1,6197.7,6.15K,-0.87%
17-01-2024,6150.5,6205.4,6209,6145.4,7.36K,-0.82%
18-01-2024,6176.9,6153.9,6180,6148.2,4.43K,0.43%
19-01-2024,6200.4,6187.6,6225.4,6184,4.48K,0.38%
22-01-2024,6186.8,6188,6204.9,6175.2,1.80K,-0.22%
23-01-2024,6196.8,6190.4,6222.4,6181.1,4.63K,0.16%
24-01-2024,6198.5,6199.4,6225.9,6185,5.22K,0.03%
25-01-2024,6196.4,6193.2,6214.3,6184,4.04K,-0.03%
29-01-2024,6218.6,6208,6229.9,6204.1,4.56K,0.36%
30-01-2024,6263.2,6217.4,6283.5,6217.4,1.56K,0.72%
31-01-2024,6295.8,6257.3,6303.9,6256,0.26K,0.52%
01-02-2024,6366.5,6288,6397.9,6266,0.11K,1.12%
02-02-2024,6315,6362.4,6362.4,6280,0.07K,-0.81%
05-02-2024,6333.8,6283.6,6504,6250.1,0.07K,0.30%
06-02-2024,6257.4,6226.1,6262.5,6222,3.42K,-1.21%
07-02-2024,6252.4,6251.5,6273,6240.1,3.52K,-0.08%
08-02-2024,6244.3,6243.6,6255.7,6218.2,4.72K,-0.13%
09-02-2024,6229.4,6246.4,6254.4,6217,3.27K,-0.24%
12-02-2024,6207.8,6224,6232.8,6192.6,3.68K,-0.35%
13-02-2024,6150.4,6217.3,6239.9,6140,6.87K,-0.92%
14-02-2024,6144.3,6139.3,6147.8,6119,3.33K,-0.10%
15-02-2024,6162.2,6140.7,6174.5,6128.4,3.88K,0.29%
16-02-2024,6187.8,6165.1,6190.4,6145.1,3.97K,0.42%
19-02-2024,6200.4,6197,6210.7,6190.3,2.12K,0.20%
20-02-2024,6216.7,6200.7,6225.8,6193.1,3.25K,0.26%
21-02-2024,6210.8,6221.1,6227.9,6205.2,2.00K,-0.09%
22-02-2024,6197.7,6215.5,6230.8,6195.1,3.22K,-0.21%
23-02-2024,6234.5,6210.8,6238.8,6187.7,4.83K,0.59%
26-02-2024,6214.9,6232.7,6234,6205,2.87K,-0.31%
27-02-2024,6230.1,6220,6238.5,6218,3.23K,0.24%
28-02-2024,6224.9,6221.5,6236,6207.7,3.09K,-0.08%
29-02-2024,6256.7,6227,6268.8,6211.8,4.86K,0.51%
01-03-2024,6356.3,6256.7,6361.1,6240.3,9.44K,1.59%
04-03-2024,6446.2,6340.1,6457.5,6340.1,7.55K,1.41%
05-03-2024,6484.5,6433.1,6514,6433.1,7.94K,0.59%
06-03-2024,6517.8,6470.2,6525,6467.9,5.46K,0.51%
07-03-2024,6540.6,6520.5,6558.7,6518,5.99K,0.35%
08-03-2024,6602.3,6559.9,6635.6,6541.6,6.29K,0.94%
11-03-2024,6603.5,6602.3,6618.2,6590,3.77K,0.02%
12-03-2024,6548.1,6593.2,6604.4,6538.2,7.25K,-0.84%
13-03-2024,6589.7,6552,6603,6545,4.04K,0.64%
14-03-2024,6559.5,6580,6584.3,6543.4,3.78K,-0.46%
15-03-2024,6554.2,6565.9,6589.7,6551,5.14K,-0.08%
18-03-2024,6560.8,6534.8,6570,6518,4.00K,0.10%
19-03-2024,6558.3,6560.9,6571.9,6537.5,4.34K,-0.04%
20-03-2024,6575,6559.9,6585.6,6554,4.79K,0.25%
21-03-2024,6618.9,6610,6694.3,6585.2,8.74K,0.67%
22-03-2024,6585.8,6605.7,6630.1,6581,6.61K,-0.50%
25-03-2024,6602.2,6585.8,6624.2,6585.8,2.27K,0.25%
26-03-2024,6611.4,6594.9,6643.9,6588,5.98K,0.14%
27-03-2024,6636.7,6619.8,6649.9,6601.8,4.70K,0.38%
28-03-2024,6767.7,6649.7,6785,6642.8,6.59K,1.97%
